date,symbol,title,sentiment_score
2025-06-02 08:02:33,NMDC.NS,"India's top miner tests local iron ore pricing; shift from global index, source says",0.1804473996162414
2025-06-16 15:15:17,ZEEL.NS,Zee Entertainment shareholders to invest $261 million in fundraiser,0.7416196465492249
2025-07-02 03:02:32,CANBK.NS,Reliance Communications loan account flagged by SBI for suspected fraud,0.2848672568798065
2025-07-11 14:48:32,PETRONET.NS,Petronet LNG and Performance Chemiserve enter LNG regasification agreement,0.8719288110733032
2025-07-21 14:35:27,NHPC.NS,Tata Power secures BESS project in Indian state of Kerala,0.0311307609081268
2025-07-25 08:34:23,ASIANPAINT.NS,"Asian Paints aims to quash Indian antitrust probe, saying investigation order mishandled",0.0415593981742858
2025-07-28 06:48:54,PETRONET.NS,India's top gas importer Petronet seeks 120 billion rupee loan,0.7284154295921326
2025-07-29 08:52:24,ASIANPAINT.NS,"Asian Paints sees demand turnaround driven by tame India inflation, urban 'green shoots'",-0.6346909999847412
2025-08-05 09:36:58,CASTROLIND.NS,Castrol India's second-quarter profit rises on higher demand,-0.9043058156967164
2025-08-06 03:34:13,NHPC.NS,"India's two state-run firms to issue over $500 million of debt in August, sources say",0.5267153382301331
2025-08-11 08:55:01,POWERGRID.NS,Corporate bond fundraising in India set to hit new highs as firms chase low-cost capital,-0.8471212983131409
2025-08-14 08:53:08,NHPC.NS,ACME secures $363m from REC for 280MW renewable energy project,-0.7164573669433594
2025-09-08 08:02:04,NTPC.NS,"India revokes grid access for 17 GW of clean energy projects, says source",0.2697896957397461
2025-09-09 20:00:15,SUNPHARMA.NS,US FDA deems Sun Pharma's Halol plant not compliant with its manufacturing rules,0.2430365085601806
2025-09-11 16:49:07,ASIANPAINT.NS,"Indian court dismisses Asian Paints' plea against antitrust inquiry, sources say",0.1509391963481903
2025-09-12 10:07:53,NTPC.NS,Inox Clean Energy acquires 640MW hybrid projects from Evergreen Group,0.68277907371521
2025-09-16 13:17:38,ASIANPAINT.NS,India antitrust watchdog clears JSW Paints' bid for up to 75% stake in Akzo Nobel India,-0.2904397249221802
2025-09-16 13:48:01,ABFRL.NS,"India's Aditya Birla Fashion launches value retail brand OWND!, takes on Trent's Zudio",0.7618828415870667
2025-09-17 09:30:17,NTPC.NS,Tata Power signs agreement with Suzlon for wind turbines supply,-0.87563157081604
2025-09-17 10:57:05,ABFRL.NS,Aditya Birla Fashion and Retail unveils new affordable fashion brand,0.4238135814666748
2025-09-19 08:45:37,CANBK.NS,"GK Energy IPO fully subscribed on first day, analysts cite strong growth potential",-0.9126946330070496
2025-09-22 08:03:35,NHPC.NS,"India plans minority stake sales in half a dozen state firms, official says",0.77557772397995
2025-09-26 09:24:28,SUNPHARMA.NS,"Indian pharma stocks fall after Trump's new drug tariffs; mostly 'sentimental', say analysts",0.011197286657989
2025-09-29 17:12:12,TATAMOTORS.NS,Tata Motors-owned JLR begins phased manufacturing restart post cyber attack,0.5131566524505615
2025-10-01 09:52:22,CANBK.NS,Canara HSBC Life Insurance plans to raise $300m via IPO,0.548831582069397
2025-10-01 13:34:11,TATAMOTORS.NS,"Most Indian carmakers snap four-month sales slump in September on festive demand, tax cuts",0.0066093048080801
2025-10-06 03:00:44,CANBK.NS,"India's Canara Robeco sets IPO price band at 253-266 rupees, eyes $598 million valuation",0.8126723170280457
2025-10-06 10:23:16,POWERGRID.NS,Indian power regulator takes up solar firms' plea on losses due to transmission delays,0.0925899073481559
2025-10-07 02:14:09,CANBK.NS,"India's Canara HSBC Life sets IPO price band at 100–106 rupees, targets $1.14 billion valuation",0.7579702138900757
2025-10-07 10:15:56,TATAMOTORS.NS,UK's Jaguar Land Rover to restart some manufacturing after shutdown,-0.1364577859640121
2025-10-07 10:37:42,TATAMOTORS.NS,Tata Motors' JLR posts quarterly volume drop after cyber incident,0.0128078889101743
2025-10-07 19:47:00,TATAMOTORS.NS,Jaguar Land Rover reveals shocking update in wake of cyberattack,0.0812917947769165
2025-10-08 07:32:16,TATAMOTORS.NS,UK's Vertu Motors sees up to $7.4 million hit from JLR cyberattack,-0.0053359065204858
2025-10-09 00:00:52,TATAMOTORS.NS,"Indian government seeks resolution of dispute at Tata charity arm, sources say",0.1778905689716339
2025-10-10 07:54:55,TATAMOTORS.NS,Trustee of India's Tata charity arm calls internal disagreements 'unprecedented',0.0218383707106113
2025-10-10 08:53:17,NTPC.NS,Toshiba JSW Power to provide monitoring platform for India’s NTPC,0.6306816339492798
2025-10-14 08:31:11,CANBK.NS,"India's Canara HSBC Life IPO fully booked on final day, led by institutional buyers",-0.4885288178920746
2025-10-14 12:29:31,SUNPHARMA.NS,"Cipher Receives ""Successful"" Arbitration Award in Contractual Dispute With Sun Pharma",-0.7575684785842896
2025-10-15 23:09:04,ASHOKLEY.NS,How the Narrative Around Ashok Leyland Is Shifting After Recent Analyst Calls and Company Moves,0.7646104097366333
2025-10-16 11:08:44,BANKBARODA.NS,India targets streamlined banking sector with planned PSB mergers– report,0.6517433524131775
2025-10-16 15:26:01,ABFRL.NS,Galeries Lafayette to open first Indian flagship store in Mumbai,-0.1078537702560424
2025-10-17 03:23:40,NTPC.NS,"Yield decline spurs $880 million bond sale by 3 Indian state-run firms, bankers say",0.0122013362124562
2025-10-17 05:28:58,CANBK.NS,"India's Canara HSBC Life makes muted debut, valuation at $1.2 billion",0.2039456963539123
2025-10-22 06:02:24,TATAMOTORS.NS,"Jaguar Land Rover hack cost UK economy an estimated $2.5 billion, report says",0.1392518579959869
2025-10-22 06:05:34,TATAMOTORS.NS,"Jaguar Land Rover hack cost UK economy $2.5 billion, report says",0.5574013590812683
2025-10-30 15:00:32,NTPC.NS,India's NTPC posts quarterly profit rise on lower expenses,-0.8584833741188049
2025-10-30 18:14:33,ASHOKLEY.NS,How the Story for Ashok Leyland Is Shifting After Recent Analyst Updates and Key Developments,0.8363443613052368
2025-11-01 12:17:13,SAIL.NS,How Recent Developments Are Reframing the Story for SAIL,0.864531934261322
2025-11-03 05:47:21,TATASTEEL.NS,"Fast chargers are ‘critical’ for EV industry to sustain growth, says Tata Elxsi CEO",-0.6923437118530273
2025-11-03 13:42:34,POWERGRID.NS,"India's Power Grid Corp posts profit decline due on higher expenses, delayed projects",0.0069736503064632
2025-11-03 19:00:52,CUB.NS,City Union Bank Ltd (BOM:532210) Q2 2026 Earnings Call Highlights: Record Growth in Advances ...,-0.9249607920646667
2025-11-04 09:40:38,CASTROLIND.NS,Castrol India's third-quarter profit rises on strong automotive lubricants demand,-0.9116269946098328
2025-11-04 17:01:49,POWERGRID.NS,Power Grid Corp Of India Ltd (BOM:532898) Q2 2026 Earnings Call Highlights: Strong Operational ...,-0.9237642288208008
2025-11-05 01:10:46,SAIL.NS,Steel Authority Of India Ltd (BOM:500113) Q2 2026 Earnings Call Highlights: Strong Sales Volume ...,-0.9232789278030396
2025-11-05 14:53:41,SUNPHARMA.NS,"India's Sun Pharma beats Q2 profit estimates, targets growth through drug launches",-0.8713627457618713
2025-11-06 08:41:36,ASIANPAINT.NS,India's Grasim falls most in over 3 years as paints chief exit stokes growth worries,-0.0141536854207515
2025-11-06 11:14:14,CROMPTON.NS,India's Crompton Greaves quarterly profit falls as cooler weather crimps demand for fans,0.0114786773920059
2025-11-06 13:00:48,ABFRL.NS,Aditya Birla Fashion and Retail Ltd (BOM:535755) Q2 2026 Earnings Call Highlights: Robust ...,-0.7872583866119385
2025-11-06 15:33:54,ASIANPAINT.NS,"Dulux paintmaker Akzo Nobel India's profit drops on retail pressure, monsoons",0.0092625161632895
2025-11-07 08:52:08,CANBK.NS,"SBI success opens door for $1 billion of Tier II debt sales by India's state-run banks, bankers say",-0.8366983532905579
2025-11-07 08:52:08,BANKINDIA.NS,"SBI success opens door for $1 billion of Tier II debt sales by India's state-run banks, bankers say",-0.8366983532905579
2025-11-07 12:47:02,PETRONET.NS,"India's Petronet LNG to get 500,000 T LNG from Exxon in 2026 under new deal",-0.451231449842453
2025-11-07 13:16:13,HINDUNILVR.NS,"Britannia Industries names new CEO as sales, profits rise",0.3009566068649292
2025-11-10 13:00:35,PETRONET.NS,Petronet LNG Ltd (BOM:532522) Q2 2026 Earnings Call Highlights: Navigating Challenges with ...,0.4092592895030975
2025-11-11 05:07:06,ASHOKLEY.NS,Pennar Industries Ltd (BOM:513228) Q2 2026 Earnings Call Highlights: Strong Revenue Growth Amid ...,-0.931990087032318
2025-11-11 05:39:25,HINDUNILVR.NS,Britannia shares slump as veteran Varun Berry exits Indian packaged foods firm,0.0261969342827796
2025-11-11 19:00:52,ONGC.NS,Oil & Natural Gas Corp Ltd (BOM:500312) Q2 2026 Earnings Call Highlights: Strong Subsidiary ...,-0.9112228155136108
2025-11-12 09:50:12,ASHOKLEY.NS,India’s Ashok Leyland posts flat quarterly profit as costs weigh,-0.0003359401598572
2025-11-12 10:05:59,ASIANPAINT.NS,India's Asian Paints tops profit view on higher decorative paints volumes; shares jump,-0.9180679321289062
2025-11-12 11:42:31,NTPC.NS,"India's power giant NTPC plans to enter coal gasification business, source says",0.8268365859985352
2025-11-12 13:21:58,TATASTEEL.NS,India's Tata Steel quarterly profit soars on strong demand in key markets,-0.9114469885826112
2025-11-12 19:00:29,ASIANPAINT.NS,Asian Paints Ltd (BOM:500820) (H1 2026) Earnings Call Highlights: Strong Growth Amidst ...,-0.9153618216514589
2025-11-13 01:03:14,CROMPTON.NS,Crompton Greaves Consumer Electricals Ltd (BOM:539876) Q2 2026 Earnings Call Highlights: Strong ...,-0.9307997822761536
2025-11-13 12:49:01,TATASTEEL.NS,Tata Steel calls for extension of import tariffs on some steel products to India,0.1774842441082
2025-11-14 13:14:54,ASHOKLEY.NS,How Recent Developments Are Shaping The Ashok Leyland Investment Story,0.872071385383606
2025-11-14 15:00:57,IGL.NS,Indraprastha Gas Ltd (BOM:532514) Q2 2026 Earnings Call Highlights: Navigating Growth Amidst ...,-0.0715636014938354
2025-11-15 01:00:39,CASTROLIND.NS,Castrol India Ltd (BOM:500870) Q3 2025 Earnings Call Highlights: Strong Revenue Growth and ...,-0.9264529943466188
2025-11-15 20:12:18,SAIL.NS,What Could Shift the Narrative for SAIL Amid Analyst Optimism and New Market Risks,0.7873417735099792
2025-11-16 05:08:13,HINDUNILVR.NS,How the Narrative Surrounding Hindustan Unilever Is Evolving After Recent Analyst Updates,0.8602452874183655
2025-11-18 09:36:51,NHPC.NS,"TPREL commissions NHPC’s solar project in Rajasthan, India",0.7402248382568359
2025-11-20 01:00:51,TATASTEEL.NS,Tata Steel Ltd (STU:HWHG) Q2 2026 Earnings Call Highlights: Strong Revenue Growth Amid UK Challenges,-0.9244399070739746
2025-11-21 16:04:00,FEDERALBNK.NS,Deutsche Bank Intends to Divest Indian Retail and Wealth Unit,0.9207147359848022
2025-11-23 02:06:04,ONGC.NS,How the Narrative for ONGC Is Evolving Amid Shifting Analyst Sentiment and Sector Updates,0.851574718952179
2025-11-24 12:13:09,BANKINDIA.NS,"RBI chief says room for more interest rate cuts in India, timing up to panel",-0.6258770227432251
2025-11-24 14:26:39,BANKINDIA.NS,"India cenbank net sold $7.9 billion in September to halt rupee's slide, bulletin shows",-0.833166778087616
2025-11-30 00:14:43,SAIL.NS,Tracking the Narrative for SAIL as Overseas Acquisitions and Volatility Shift Analyst Outlook,0.7152854800224304
2025-11-30 15:07:23,HINDUNILVR.NS,How Recent Analyst Updates Are Shaping the Story Behind Hindustan Unilever’s Valuation,0.8881550431251526
2025-12-04 10:08:50,FEDERALBNK.NS,What New Signals Are Shaping the Evolving Narrative for Federal Bank?,0.7806862592697144
2025-12-04 14:28:27,ITC.NS,British American Tobacco plans to offload stake in India's ITC Hotels,0.9113141298294068
2025-12-05 14:43:11,ONGC.NS,"India's ONGC moves closer to keeping 20% stake in Russia's Sakhalin-1 project, sources say",0.3688021302223205
2025-12-08 00:10:42,ONGC.NS,How the Narrative Surrounding ONGC Is Shifting Amid Repriced Growth and Risk Assumptions,0.2837651968002319
2025-12-09 11:35:25,UNIONBANK.NS,"India's federal investigator files new cases against Reliance Home Finance, Reliance Commercial",0.2751981019973755
2025-12-09 13:00:00,BHARTIARTL.NS,Nokia and Airtel Team Up to Unlock 5G Network APIs for Developers,-0.5564061403274536
2025-12-09 16:20:12,BHARTIARTL.NS,Microsoft to invest $17.5B in India by 2029 as AI race accelerates,-0.5696383714675903
2025-12-10 12:43:34,HINDUNILVR.NS,Nestle India's finance chief to step down,0.3339305520057678
2025-12-12 14:13:31,BHARTIARTL.NS,Will New 5G API Deals and Offshore Private Networks Change Nokia Oyj's (HLSE:NOKIA) Narrative?,0.788585901260376
2025-12-12 16:08:49,BHARTIARTL.NS,"Nokia (HLSE:NOKIA) Valuation Check After New Airtel, du and Tampnet Network Partnerships",0.477664053440094
2025-12-15 05:06:32,HINDUNILVR.NS,How New Risks and Catalysts Are Shaping the Evolving Narrative for Hindustan Unilever,0.6602654457092285
2025-12-15 17:00:09,POWERGRID.NS,"Kenya signs $311 million power lines deal with Africa fund, Indian firm",-0.3660891950130462
2025-12-16 09:25:05,POWERGRID.NS,KETRACO signs PPP for two high-voltage electricity transmission lines in Kenya,-0.6301650404930115
2025-12-16 10:09:27,BHARTIARTL.NS,Indian shares fall for second session; Axis Bank among top laggards,0.0220470316708087
2025-12-16 10:57:25,AXISBANK.NS,Axis Bank to add 50 private bankers to expand wealth management operations,-0.5827891230583191
2025-12-16 12:08:03,NTPC.NS,Explainer-What are the changes to India's proposed civil nuclear law?,0.911177933216095
2025-12-17 10:00:00,AXISBANK.NS,Google deepens consumer credit push in India with UPI-linked card,-0.742108166217804
2025-12-18 16:57:07,HINDUNILVR.NS,PE firm L Catterton invests in Indian snacks major Haldiram’s,0.6990739107131958
2025-12-22 01:10:08,ONGC.NS,Why The Narrative Around ONGC Is Shifting As Analysts Reassess Growth And Valuation,0.7842435240745544
2025-12-23 18:10:29,POWERGRID.NS,GE Vernova to Modernize a Key High-Voltage Power Transmission Link in India,-0.6239628195762634
2025-12-24 12:27:50,FEDERALBNK.NS,CCI approves Blackstone acquisition of Federal Bank warrants,0.5800199508666992
2025-12-24 14:25:59,CASTROLIND.NS,Sector Update: Energy Stocks Mixed Pre-Bell Wednesday,0.0142346583306789
2025-12-26 14:03:27,CASTROLIND.NS,Sector Update: Energy Stocks Decline Premarket Friday,0.0213937386870384
2025-12-29 08:18:09,BHARTIARTL.NS,We Like Airtel Africa's (LON:AAF) Returns And Here's How They're Trending,0.7640643119812012
2025-12-30 06:00:50,BHARTIARTL.NS,FTSE 100 best performing stocks of 2025,0.7117604613304138
2025-12-31 05:21:52,SAIL.NS,Indian steelmakers jump after New Delhi imposes import tariffs,0.0274992771446704
2025-12-31 05:21:52,TATASTEEL.NS,Indian steelmakers jump after New Delhi imposes import tariffs,0.0274992771446704
2026-01-01 10:23:09,ASHOKLEY.NS,Indian shares start 2026 on a subdued note; auto rally offsets decline in ITC,-0.390898734331131
2026-01-05 11:32:59,BANKBARODA.NS,Loan growth picks up at Indian banks in December quarter,-0.9168493151664734
2026-01-05 11:53:45,BANKBARODA.NS,Knight FinTech raises $23.6m in Accel-led Series A round,-0.5268145799636841
2026-01-05 11:53:45,BANKINDIA.NS,Knight FinTech raises $23.6m in Accel-led Series A round,-0.5268145799636841
2026-01-05 14:47:00,KOTAKBANK.NS,India's IndusInd Bank posts sequential decline in loans for fourth straight quarter,0.0020476542413234
2026-01-06 09:47:02,TATASTEEL.NS,"Exclusive-India probe finds Tata Steel, JSW Steel, SAIL breached antitrust law, regulatory order shows",0.0416082963347435
2026-01-06 10:58:53,BANKINDIA.NS,"India's EXIM Bank kicks off 2026 with $1 billion dollar bond issue, bankers say",-0.1753029227256775
2026-01-06 12:04:04,SBIN.NS,SBI Funds Management engages nine banks for $1.4bn IPO – report,0.2592900991439819
2026-01-06 12:04:04,AXISBANK.NS,SBI Funds Management engages nine banks for $1.4bn IPO – report,0.2592900991439819
2026-01-07 14:24:53,TATASTEEL.NS,Tata Steel's quarterly crude steel production hits record high in India,-0.8678669929504395
2026-01-07 15:12:28,SAIL.NS,Looking At The Narrative For Steel Authority Of India NSEI SAIL After Valuation Reset,0.9074397087097168
2026-01-10 10:32:31,BANKINDIA.NS,"Exclusive-Bain's Manappuram deal delayed by Indian regulatory concerns, sources say",0.0430887639522552
2026-01-12 17:03:12,FEDERALBNK.NS,Deutsche Bank Draws Binding Bids for India Retail Assets,0.8388833403587341
2026-01-12 17:03:12,KOTAKBANK.NS,Deutsche Bank Draws Binding Bids for India Retail Assets,0.8388833403587341
2026-01-12 18:17:00,ONGC.NS,India to drive upstream project starts in Asia by 2030,-0.4292482137680053
2026-01-12 19:03:40,BANKINDIA.NS,172-year-old bank to launch crypto brokerage,0.864576518535614
2026-01-13 12:20:24,FEDERALBNK.NS,"Kotak, Federal Bank lead bids for Deutsche Bank’s India retail portfolio – report",0.4982067942619324
2026-01-13 12:20:24,KOTAKBANK.NS,"Kotak, Federal Bank lead bids for Deutsche Bank’s India retail portfolio – report",0.4982067942619324
2026-01-15 01:00:27,UNIONBANK.NS,Union Bank of India (BOM:532477) Q3 2026 Earnings Call Highlights: Strong Profit Growth Amidst ...,-0.9306872487068176
2026-01-15 15:15:30,KOTAKBANK.NS,Coca Cola Plans $1 Billion IPO for India Bottling Unit,0.7406123280525208
2026-01-16 06:10:57,ASIANPAINT.NS,India's Grasim names Sachin Sahay as new Birla Opus CEO,0.8900680541992188
2026-01-19 08:02:58,BHEL.NS,India's BHEL third-quarter revenue rises 16% on sustained power products demand,-0.9197971224784852
2026-01-19 09:47:51,PETRONET.NS,Larsen & Toubro unit wins Petronet LNG contract for Dahej complex,-0.8734495043754578
2026-01-19 09:47:51,ONGC.NS,Larsen & Toubro unit wins Petronet LNG contract for Dahej complex,-0.8734495043754578
2026-01-19 14:34:15,AXISBANK.NS,"Axis Bank CEO Chaudhry on Banking Consolidation, Rupee Performance",0.8335761427879333
2026-01-20 01:01:43,FEDERALBNK.NS,The Federal Bank Ltd (BOM:500469) Q3 2026 Earnings Call Highlights: Strong Profit Growth and ...,-0.9292845129966736
2026-01-20 01:02:15,LTF.NS,L&T Finance Ltd (BOM:533519) Q3 2026 Earnings Call Highlights: Record Growth in Retail ...,-0.9193884134292604
2026-01-20 20:10:41,SUNPHARMA.NS,Why Are Organon (OGN) Shares Soaring Today,0.217708483338356
2026-01-21 10:33:48,SBIN.NS,"India's SBI MF to take at least 10% of Adani Group's biggest rupee bond issue, bankers say",0.7905547022819519
2026-01-21 11:08:47,FEDERALBNK.NS,How Recent Price Target Changes Are Reshaping The Federal Bank (NSEI:FEDERALBNK) Story,0.7929683923721313
2026-01-21 16:12:07,SAIL.NS,How A New Price Target Is Shaping The Story For Steel Authority of India (NSEI:SAIL),0.8594514727592468
2026-01-21 19:01:42,BANKINDIA.NS,Bank of India (BOM:532149) Q3 2026 Earnings Call Highlights: Strong Growth in Global Business ...,-0.9148191213607788
2026-01-21 20:21:29,AXISBANK.NS,Blackstone Weighs $500 Million IPO for Indian Glass Maker,0.5947741866111755
2026-01-22 11:46:06,SUNPHARMA.NS,Sun Pharma Eyes Organon In What Could Be India Pharma's Biggest Cross-Border Deal: Report,0.7346560955047607
2026-01-22 12:05:05,BHARTIARTL.NS,Why The Airtel Africa (LSE:AAF) Story Is Shifting With Fresh Price Target Assumptions,0.7389442920684814
2026-01-23 03:05:03,SUNPHARMA.NS,India's Sun Pharma gets regulatory nod for generic semaglutide,-0.7090305089950562
2026-01-23 03:19:53,ASHOKLEY.NS,Looking At The Narrative For Ashok Leyland (NSEI:ASHOKLEY) After The New Price Target,0.9070131182670592
2026-01-23 09:57:16,TATASTEEL.NS,"Exclusive-India antitrust probe links Tata, JSW to steel cartel via WhatsApp chats, production data",0.8842146396636963
2026-01-23 09:57:16,SAIL.NS,"Exclusive-India antitrust probe links Tata, JSW to steel cartel via WhatsApp chats, production data",0.8842146396636963
2026-01-23 14:06:29,AXISBANK.NS,"India's Axis Bank places consumer lending arm's stake sale on hold, sources say",0.3227841854095459
2026-01-24 09:58:46,KOTAKBANK.NS,"India's Kotak Bank profit rise 4.2%, misses analyst estimate",-0.90769761800766
2026-01-24 13:45:19,ICICIBANK.NS,Largest borrow rate increases among liquid names,-0.6388511657714844
2026-01-26 01:00:41,ICICIBANK.NS,ICICI Bank Ltd (IBN) Q3 2026 Earnings Call Highlights: Strong Lending Growth Amidst Profit ...,-0.9242485761642456
2026-01-26 08:19:09,AXISBANK.NS,India's Axis Bank posts surprise profit rise on healthy loan growth,-0.9104687571525574
2026-01-26 11:05:47,SBIN.NS,"Japan ETFs said likely to trade by 2028 as SBI, Nomura ready products",0.8491593599319458
2026-01-26 14:17:00,ICICIBANK.NS,Rupee's Record Low Puts These 3 India ETFs in the Spotlight,0.0895283743739128
2026-01-26 19:01:08,AXISBANK.NS,Axis Bank Ltd (STU:UZC) Q3 2026 Earnings Call Highlights: Robust Profitability and Strategic ...,-0.9193490743637084
2026-01-26 22:09:33,SBIN.NS,Can SBI Holdings (TSE:8473) Turn Crypto ETFs And Stock Options Into A Stronger Investment Story?,0.5378895998001099
2026-01-27 01:02:00,ZEEL.NS,Zee Entertainment Enterprises Ltd (BOM:505537) Q3 2026 Earnings Call Highlights: Digital ...,0.885489821434021
2026-01-27 01:05:03,KOTAKBANK.NS,Kotak Mahindra Bank Ltd (BOM:500247) Q3 2026 Earnings Call Highlights: Strong Growth in Net ...,-0.9276846051216124
2026-01-27 03:33:31,SUNPHARMA.NS,China halts sale of Sun Pharma drug used to treat dementia,0.0986855775117874
2026-01-27 04:03:21,AXISBANK.NS,"Indian shares open lower, dragged by auto stocks",0.0174096561968326
2026-01-27 05:49:10,AXISBANK.NS,India's Axis Bank hits 18-month high on surprise profit rise from strong loan growth,-0.8936033844947815
2026-01-27 08:38:27,ASIANPAINT.NS,India's Asian Paints posts surprise quarterly profit drop,-0.2733432650566101
2026-01-27 19:32:14,HDFCBANK.NS,Trinity Street Sells $22 Million of Axalta Coating Systems Stock,0.8797730207443237
2026-01-27 20:19:02,ICICIBANK.NS,ICICI Bank (IBN) Q2 2026 Earnings Call Transcript,0.8678737878799438
2026-01-28 11:31:18,SUNPHARMA.NS,India Obesity Drug Fight Is About to Intensify,0.4272219836711883
2026-01-28 11:47:26,PETRONET.NS,India's LNG demand set to grow across industries - if prices cooperate,-0.7859821915626526
2026-01-28 12:48:10,MARUTI.NS,Maruti Suzuki's revenue growth scales 3-year high on India tax cuts,-0.8643720746040344
2026-01-28 12:53:58,HDFCBANK.NS,What Makes HDFC Bank (HDB) a Worthy Investment?,0.7278133630752563
2026-01-29 05:06:49,MARUTI.NS,Does Suzuki Motor (TSE:7269) Face a Quiet Inflection Point in India After EU Tariff Cuts?,-0.330541729927063
2026-01-29 10:01:43,BHEL.NS,India's Adani Power reports quarterly profit fall as demand eases,0.0083849225193262
2026-01-29 17:01:22,CANBK.NS,Canara Bank (BOM:532483) Q3 2026 Earnings Call Highlights: Robust Profit Growth and Strategic ...,-0.9221935272216796
2026-01-30 03:02:08,MARUTI.NS,Maruti Suzuki India Ltd (BOM:532500) Q3 2026 Earnings Call Highlights: Record Sales and ...,-0.904348075389862
2026-01-30 12:10:48,BANKINDIA.NS,"India's forex reserves rise to record high of $709.41 billion, central bank data shows",-0.8774702548980713
2026-01-30 13:14:58,NTPC.NS,India's NTPC posts higher Q3 profit on lower fuel costs,-0.922737717628479
2026-01-30 19:00:59,NTPC.NS,NTPC Ltd (BOM:532555) Q3 2026 Earnings Call Highlights: Profit Growth Amid Renewable Expansion,-0.8804488182067871
2026-02-02 01:00:44,ONGC.NS,Maharashtra Seamless Ltd (BOM:500265) Q3 2026 Earnings Call Highlights: Strong Margins and ...,-0.9314720034599304
2026-02-02 19:53:01,HDFCBANK.NS,"US cuts tariffs on India to 18%, India agrees to end Russian oil purchases",-0.2299051880836486
2026-02-03 01:03:41,ONGC.NS,Jindal Drilling & Industries Ltd (BOM:511034) Q3 2026 Earnings Call Highlights: Navigating ...,0.825271725654602
2026-02-03 01:04:53,SUNPHARMA.NS,Sun Pharmaceuticals Industries Ltd (BOM:524715) Q3 2026 Earnings Call Highlights: Strong Sales ...,-0.9264150261878968
2026-02-03 01:06:17,BANKBARODA.NS,Bank of Baroda (BOM:532134) Q3 2026 Earnings Call Highlights: Strong Advances Growth and Robust ...,-0.9225698709487916
2026-02-03 11:51:09,MARUTI.NS,"Castrol India's quarterly profit drops on higher costs, one-time charge",0.0081525361165404
2026-02-03 11:51:09,CASTROLIND.NS,"Castrol India's quarterly profit drops on higher costs, one-time charge",0.0081525361165404
2026-02-03 17:21:29,RELIANCE.NS,US refiners struggle to absorb sudden surge in Venezuelan oil imports,-0.0180785283446311
